1456761396 0 1 0 0 0 0 0 0 0 0 0 0 0 0
1456936094 0 1 0 0 0 0 0 0 0 1 0 0 0 0
1456936450 0 1 0 0 0 0 0 0 0 2 0 0 0 0
1456936527 0 1 0 0 0 0 0 0 0 3 0 0 0 0
1456950048 0 2 0 0 0 0 0 0 0 3 0 0 0 0
1456952095 0 3 0 0 0 0 0 0 0 3 0 0 0 0
1456952728 0 4 0 0 0 0 0 0 0 3 0 0 0 0
1456953115 0 5 0 0 0 0 0 0 0 3 0 0 0 0
1456953224 0 6 0 0 0 0 0 0 0 3 0 0 0 0
1456953330 0 7 0 0 0 0 0 0 0 3 0 0 0 0
1456955138 0 8 0 0 0 0 0 0 0 3 0 0 0 0
1457117247 0 9 0 0 0 0 0 0 0 3 0 0 0 0
1457445919 1 9 0 0 0 0 0 0 0 3 0 0 0 0
1457446093 2 9 0 0 0 0 0 0 0 3 0 0 0 0
1457450130 3 9 0 0 0 0 0 0 0 3 0 0 0 0
1457621465 3 9 0 0 0 0 0 0 1 3 0 0 0 0
1458583635 3 9 0 0 0 0 0 0 1 3 0 1 0 0
1458653253 3 9 0 0 0 1 0 0 1 3 0 1 0 0
1459449840 4 9 0 0 0 1 0 0 1 3 0 1 0 0
1459450012 5 9 0 0 0 1 0 0 1 3 0 1 0 0
1459450033 6 9 0 0 0 1 0 0 1 3 0 1 0 0
1459450039 7 9 0 0 0 1 0 0 1 3 0 1 0 0
1459466243 8 9 0 0 0 1 0 0 1 3 0 1 0 0
1459476389 9 9 0 0 0 1 0 0 1 3 0 1 0 0
1459476456 10 9 0 0 0 1 0 0 1 3 0 1 0 0
1459476468 11 9 0 0 0 1 0 0 1 3 0 1 0 0
1459476485 12 9 0 0 0 1 0 0 1 3 0 1 0 0
1459476506 13 9 0 0 0 1 0 0 1 3 0 1 0 0
1459477502 14 9 0 0 0 1 0 0 1 3 0 1 0 0
1459622310 15 9 0 0 0 1 0 0 1 3 0 1 0 0
1459622328 16 9 0 0 0 1 0 0 1 3 0 1 0 0
1459622346 17 9 0 0 0 1 0 0 1 3 0 1 0 0
1459622414 18 9 0 0 0 1 0 0 1 3 0 1 0 0
1459622450 19 9 0 0 0 1 0 0 1 3 0 1 0 0
1459622699 20 9 0 0 0 1 0 0 1 3 0 1 0 0
1459622718 21 9 0 0 0 1 0 0 1 3 0 1 0 0
1459623430 22 9 0 0 0 1 0 0 1 3 0 1 0 0
1459629114 23 9 0 0 0 1 0 0 1 3 0 1 0 0
1459629142 24 9 0 0 0 1 0 0 1 3 0 1 0 0
1459640447 25 9 0 0 0 1 0 0 1 3 0 1 0 0
1459641896 26 9 0 0 0 1 0 0 1 3 0 1 0 0
1459776317 27 9 0 0 0 1 0 0 1 3 0 1 0 0
1459783884 28 9 0 0 0 1 0 0 1 3 0 1 0 0
1459783913 29 9 0 0 0 1 0 0 1 3 0 1 0 0
1459788280 30 9 0 0 0 1 0 0 1 3 0 1 0 0
1459792130 31 9 0 0 0 1 0 0 1 3 0 1 0 0
1459792154 32 9 0 0 0 1 0 0 1 3 0 1 0 0
1459815519 33 9 0 0 0 1 0 0 1 3 0 1 0 0
1459815565 34 9 0 0 0 1 0 0 1 3 0 1 0 0
1459815578 35 9 0 0 0 1 0 0 1 3 0 1 0 0
1459815685 36 9 0 0 0 1 0 0 1 3 0 1 0 0
1459900178 37 9 0 0 0 1 0 0 1 3 0 1 0 0
1459900234 38 9 0 0 0 1 0 0 1 3 0 1 0 0
1459902269 39 9 0 0 0 1 0 0 1 3 0 1 0 0
1459987974 40 9 0 0 0 1 0 0 1 3 0 1 0 0
1459988015 41 9 0 0 0 1 0 0 1 3 0 1 0 0
1459988031 42 9 0 0 0 1 0 0 1 3 0 1 0 0
1459988046 43 9 0 0 0 1 0 0 1 3 0 1 0 0
1460052373 44 9 0 0 0 1 0 0 1 3 0 1 0 0
1460052392 45 9 0 0 0 1 0 0 1 3 0 1 0 0
1460052528 46 9 0 0 0 1 0 0 1 3 0 1 0 0
1460053660 47 9 0 0 0 1 0 0 1 3 0 1 0 0
1460053787 48 9 0 0 0 1 0 0 1 3 0 1 0 0
1460055082 49 9 0 0 0 1 0 0 1 3 0 1 0 0
1460055788 50 9 0 0 0 1 0 0 1 3 0 1 0 0
1460055803 51 9 0 0 0 1 0 0 1 3 0 1 0 0
1460057446 52 9 0 0 0 1 0 0 1 3 0 1 0 0
1460057616 53 9 0 0 0 1 0 0 1 3 0 1 0 0
1460121918 54 9 0 0 0 1 0 0 1 3 0 1 0 0
1460121943 55 9 0 0 0 1 0 0 1 3 0 1 0 0
1460486689 56 9 0 0 0 1 0 0 1 3 0 1 0 0
1460486716 57 9 0 0 0 1 0 0 1 3 0 1 0 0
1460486812 58 9 0 0 0 1 0 0 1 3 0 1 0 0
1460486827 59 9 0 0 0 1 0 0 1 3 0 1 0 0
1460557339 60 9 0 0 0 1 0 0 1 3 0 1 0 0
1460557347 61 9 0 0 0 1 0 0 1 3 0 1 0 0
1460557387 62 9 0 0 0 1 0 0 1 3 0 1 0 0
1460557997 63 9 0 0 0 1 0 0 1 3 0 1 0 0
