1456761396 20
1456936094 50
1456936450 82
1456936527 83
1456950048 155
1456952095 95
1456952728 93
1456953115 96
1456953224 98
1456953330 98
1456955138 100
1457117247 100
1457445919 4985
1457446093 4994
1457450130 5003
1457621465 5003
1458653253 5003
1460994590 2469
1460994761 2469
1461011520 2473
1461272152 2473
1461330180 2588
1461602367 3771
1462215935 3808
1462218819 3845
1462221632 3887
1462378755 4896
1462407393 4937
1462450112 4943
1462450322 4946
1462450390 4907
1462450845 4907
1462473006 5028
1462474090 5028
1462475466 5028
1462480292 4860
1462480446 4875
1462486334 4875
1462539746 5190
1462545137 3848
1462545237 3830
1462547397 3847
1462549360 3689
1462642800 3689
1462906238 3691
1463166717 3691
1463399912 3691
1463406751 3791
1463485756 3795
1463485765 3789
1463486508 3791
1463513825 3853
1463514014 3853
1463514550 3865
1463514599 3865
1463592771 3866
1463592848 3881
1463958749 3877
1463958763 3871
1464896913 3862
1464896965 3855
1464897248 3861
1464897274 3861
1467043066 8565
1467043111 6795
1467043161 6796
1467107821 6675
1467109629 6716
1467109887 6722
1467110167 6726
1467119524 6885
1467119541 6882
1467119992 6864
1467196869 7138
1467197683 7141
1467198987 7158
1467204697 7278
1467215653 7299
1467215670 7340
1467226622 7339
1467238610 7337
1467241950 7355
1467242073 7355
1467295931 7362
1467378940 7443
1467400989 7449
1467880257 7450
1467990233 7508
1467990315 7515
1467991184 7537
1468422646 7537
1468593709 7540
1468667133 7569
1468671224 7607
1468717416 7613
1468763074 7613
1468763177 7617
1469101402 7757
1469117115 7952
1469117811 7958
1469548165 7970
1469548173 7960
1469548488 7960
1470668788 7956
1470771904 7964
1470881766 7976
1470881780 7976
1470882154 7983
1470915645 7986
1470915683 7987
1471001065 7988
1471796410 8001
1471796461 8001
1471813595 8009
1471813838 8013
1471853112 8011
1471854751 8014
1472010561 8020
1472010679 8020
1472474320 8221
1472497231 8630
1472656227 8639
1472656245 9195
1472901195 9168
1472901243 9168
1473253319 9786
1473259770 10031
1473343511 10362
1473349018 10390
1473683796 10487
1473690996 10487
1473859767 10489
1474216813 11111
1474217260 11118
1474309534 11118
1474643188 11277
1474643541 11277
1474653970 11277
1474654083 11277
1474668035 11277
1474668197 11277
1474686367 11268
1474979212 12126
1475154573 12125
1475155004 12344
1475155093 12392
1475495390 12512
1475502288 12533
1475588764 12741
1475671472 12741
1475671541 12741
1475758526 12741
1475763804 12785
1475773731 12846
1475773768 13211
1475778759 13212
1475793179 13212
1475866765 13221
1476189825 13240
1476205044 13285
1476208861 13208
1476370181 13247
1476457811 13251
1476457859 13251
1476460400 13251
1476469766 13321
1476713057 13322
1476749520 13777
1476749558 13855
1476749569 13864
1476755003 13490
1476798894 13865
1476798923 13919
1476799270 13937
1476808162 13556
1477055939 13556
1477059612 13432
1477059725 13776
1477060323 13937
1477060412 13945
1477060438 13945
1477060680 14033
1477169084 18342
1477176089 18523
1477177269 18523
1477215922 18596
1477319217 18948
1477322410 18947
1477323276 18958
1477323445 18958
1477400502 18932
1477410545 18937
1477410648 18937
1477415679 18937
1477415707 18957
1477507312 18973
1477568133 19387
1477568568 19474
1477568812 19474
1477573627 19475
1477573640 19475
1477573659 19475
1477573681 19475
1477573710 19475
1477574602 19475
1477576201 19475
1477576379 19475
1477658328 19524
1477658586 19524
1477775665 19840
1477775713 19840
1478183254 20217
1478183477 20217
1478191157 20217
1478191580 20217
1478287375 19950
1478613335 20017
1478614373 20231
1478616435 20317
1478720228 20382
1478720270 20494
1478720760 20497
1478721507 20497
1478826143 20534
1478827110 20534
1478827208 20535
1478827284 20535
1479134561 20681
1479134715 20681
1479140367 20665
1479140620 20665
1479223217 20690
1479223297 20690
1479388341 20690
1479389495 20716
1479395816 20716
1479469274 20712
1480344123 20716
1480364940 20721
1480427291 20721
1480446706 20824
1480446806 20824
1482158353 20826
1482174316 20826
1482239388 20847
1486149187 20873
1486149245 20873
