1414802017 40 0 0 0 0
1414808214 84 0 0 0 0
1414809035 97 0 0 0 0
1414816573 154 0 0 0 0
1414825727 230 0 0 0 0
1414896723 313 0 0 0 0
1414898539 335 0 0 0 0
1414908010 347 0 0 0 0
1414908029 351 0 0 0 0
1414913560 352 0 0 0 0
1414915916 360 0 0 0 0
1415174418 361 0 0 0 0
1415423519 473 0 0 0 0
1415435506 583 0 0 0 0
1415437704 589 0 0 0 0
1415520252 792 0 0 0 0
1415522287 797 0 0 0 0
1415565022 797 0 0 0 0
1415571491 797 0 0 0 0
1415595453 806 0 0 0 0
1415595905 807 0 0 0 0
1415598710 809 0 0 0 0
1415602567 922 0 0 0 0
1415782232 969 0 0 0 0
1415782713 987 0 0 0 0
1415787124 987 0 0 0 0
1415795264 989 0 0 0 0
1415795300 989 0 0 0 0
1415922577 1026 0 0 0 0
1415942906 1032 0 0 0 0
1416091787 1035 0 0 0 0
1416115950 1093 0 0 0 0
1416270162 1097 0 0 0 0
1416280208 1097 0 0 0 0
1416281716 1104 0 0 0 0
1416884200 1148 0 0 0 0
1416884794 1168 0 0 0 0
1416887335 1169 0 0 0 0
1416891190 1199 0 0 0 0
1416891676 1213 0 0 0 0
1416894556 1214 0 0 0 0
1417119923 1251 0 0 0 0
1417150737 1258 0 0 0 0
1417154795 1278 0 0 0 0
1417155385 1280 0 0 0 0
1417155753 1286 0 0 0 0
1417238403 1390 0 0 0 0
1417238773 1395 0 0 0 0
1425023430 1396 0 0 0 0
1425024223 1402 0 0 0 0
1425025921 1408 0 0 0 0
1425027786 1409 0 0 0 0
1425029359 1429 0 0 0 0
1425084812 1473 0 0 0 0
1425085873 1474 0 0 0 0
1425086071 1478 0 0 0 0
1425166652 1502 0 0 0 0
1425167333 1507 0 0 0 0
1425167576 1556 0 0 0 0
1425167894 1605 0 0 0 0
1425168507 1623 0 0 0 0
1425187188 1769 0 0 0 0
1425187452 1771 0 0 0 0
1425192648 1930 0 0 0 0
1425197477 1930 0 0 0 0
1425198580 1944 0 0 0 0
1425201679 1984 0 0 0 0
1425202830 1995 0 0 0 0
1425204432 1995 0 0 0 0
1425204467 1999 0 0 0 0
1425206325 2013 0 0 0 0
1425277088 2022 0 0 0 0
1425280461 2179 0 0 0 0
1425280600 2182 0 0 0 0
1425280760 2183 0 0 0 0
1425284088 2184 0 0 0 0
1425287990 2192 0 0 0 0
1425288064 2468 0 0 0 0
1425359665 3759 0 0 0 0
1425360018 3775 0 0 0 0
1425367880 3862 0 0 0 0
1425368118 3885 0 0 0 0
1425368267 3885 0 0 0 0
1425370613 3886 0 0 0 0
1425534027 3963 0 0 0 0
1425535982 3967 0 0 0 0
1425625372 4026 0 0 0 0
1425628171 4109 0 0 0 0
1425629246 4110 0 0 0 0
1425790428 4123 0 0 0 0
1426112657 4152 0 0 0 0
1426312919 4228 0 0 0 0
1426395590 4233 0 0 0 0
1426405454 4234 0 0 0 0
1426830299 4240 0 0 0 0
1426918719 4250 0 0 0 0
1426920758 4447 0 0 0 0
1427159625 4463 0 0 0 0
1427163508 4471 0 0 0 0
1427164315 4477 0 0 0 0
1427169391 4587 0 0 0 0
1427171306 4598 0 0 0 0
1427171652 4654 0 0 0 0
1427205043 4701 0 0 0 0
1427209116 4743 0 0 0 0
1427209730 4822 0 0 0 0
1427210231 4825 0 0 0 0
1427210269 4840 0 0 0 0
1427411057 4866 0 0 0 0
1427412128 4902 0 0 0 0
1427422551 4907 0 0 0 0
1427422633 4970 0 0 0 0
1427423949 4978 0 0 0 0
1427425375 4987 0 0 0 0
1427425409 5205 0 0 0 0
1427425762 5223 0 0 0 0
1427425955 5235 0 0 0 0
1427426162 5236 0 0 0 0
1427727142 5264 0 0 0 0
1427850856 5336 0 0 0 0
1427942377 5345 0 0 0 0
1428278251 5526 0 0 0 0
1428282134 5535 0 0 0 0
1456870141 5535 0 292 0 0
1456871127 5535 0 292 0 111
1458239403 5535 0 292 0 221
1458239423 5535 0 292 0 332
1458262385 5535 0 292 59 332
1458527069 5535 0 292 59 332
1461541346 5535 8 292 59 332
1461541706 5535 8 292 59 332
1461548143 5535 51 292 59 332
1461564167 5535 134 292 59 332
1461571403 5535 317 292 59 332
1461574653 5535 817 292 59 332
1461576937 5535 842 292 59 332
1461644000 5535 864 292 59 332
1461644312 5535 864 292 59 332
1461700124 5535 864 315 59 332
1462309455 5535 864 315 59 332
1462310084 5535 864 319 59 332
1462310166 5535 864 319 59 332
