1414802017 1 0 0 0 0
1414808214 2 0 0 0 0
1414809035 3 0 0 0 0
1414816573 4 0 0 0 0
1414825727 5 0 0 0 0
1414896723 6 0 0 0 0
1414898539 7 0 0 0 0
1414908010 8 0 0 0 0
1414908029 9 0 0 0 0
1414913560 10 0 0 0 0
1414915916 11 0 0 0 0
1415174418 12 0 0 0 0
1415423519 13 0 0 0 0
1415435506 14 0 0 0 0
1415437704 15 0 0 0 0
1415520252 16 0 0 0 0
1415522287 17 0 0 0 0
1415565022 18 0 0 0 0
1415571491 19 0 0 0 0
1415595453 20 0 0 0 0
1415595905 21 0 0 0 0
1415598710 22 0 0 0 0
1415602567 23 0 0 0 0
1415782232 24 0 0 0 0
1415782713 25 0 0 0 0
1415787124 26 0 0 0 0
1415795264 27 0 0 0 0
1415795300 28 0 0 0 0
1415922577 29 0 0 0 0
1415942906 30 0 0 0 0
1416091787 31 0 0 0 0
1416115950 32 0 0 0 0
1416270162 33 0 0 0 0
1416280208 34 0 0 0 0
1416281716 35 0 0 0 0
1416884200 36 0 0 0 0
1416884794 37 0 0 0 0
1416887335 38 0 0 0 0
1416891190 39 0 0 0 0
1416891676 40 0 0 0 0
1416894556 41 0 0 0 0
1417119923 42 0 0 0 0
1417150737 43 0 0 0 0
1417154795 44 0 0 0 0
1417155385 45 0 0 0 0
1417155753 46 0 0 0 0
1417238403 47 0 0 0 0
1417238773 48 0 0 0 0
1425023430 49 0 0 0 0
1425024223 50 0 0 0 0
1425025921 51 0 0 0 0
1425027786 52 0 0 0 0
1425029359 53 0 0 0 0
1425084812 54 0 0 0 0
1425085873 55 0 0 0 0
1425086071 56 0 0 0 0
1425166652 57 0 0 0 0
1425167333 58 0 0 0 0
1425167576 59 0 0 0 0
1425167894 60 0 0 0 0
1425168507 61 0 0 0 0
1425187188 62 0 0 0 0
1425187452 63 0 0 0 0
1425192648 64 0 0 0 0
1425197477 65 0 0 0 0
1425198580 66 0 0 0 0
1425201679 67 0 0 0 0
1425202830 68 0 0 0 0
1425204432 69 0 0 0 0
1425204467 70 0 0 0 0
1425206325 71 0 0 0 0
1425277088 72 0 0 0 0
1425280461 73 0 0 0 0
1425280600 74 0 0 0 0
1425280760 75 0 0 0 0
1425284088 76 0 0 0 0
1425287990 77 0 0 0 0
1425288064 78 0 0 0 0
1425359665 79 0 0 0 0
1425360018 80 0 0 0 0
1425367880 81 0 0 0 0
1425368118 82 0 0 0 0
1425368267 83 0 0 0 0
1425370613 84 0 0 0 0
1425534027 85 0 0 0 0
1425535982 86 0 0 0 0
1425625372 87 0 0 0 0
1425628171 88 0 0 0 0
1425629246 89 0 0 0 0
1425790428 90 0 0 0 0
1426112657 91 0 0 0 0
1426312919 92 0 0 0 0
1426395590 93 0 0 0 0
1426405454 94 0 0 0 0
1426830299 95 0 0 0 0
1426918719 96 0 0 0 0
1426920758 97 0 0 0 0
1427159625 98 0 0 0 0
1427163508 99 0 0 0 0
1427164315 100 0 0 0 0
1427169391 101 0 0 0 0
1427171306 102 0 0 0 0
1427171652 103 0 0 0 0
1427205043 104 0 0 0 0
1427209116 105 0 0 0 0
1427209730 106 0 0 0 0
1427210231 107 0 0 0 0
1427210269 108 0 0 0 0
1427411057 109 0 0 0 0
1427412128 110 0 0 0 0
1427422551 111 0 0 0 0
1427422633 112 0 0 0 0
1427423949 113 0 0 0 0
1427425375 114 0 0 0 0
1427425409 115 0 0 0 0
1427425762 116 0 0 0 0
1427425955 117 0 0 0 0
1427426162 118 0 0 0 0
1427727142 119 0 0 0 0
1427850856 120 0 0 0 0
1427942377 121 0 0 0 0
1428278251 122 0 0 0 0
1428282134 123 0 0 0 0
1456870141 123 0 1 0 0
1456871127 123 0 1 0 1
1458239403 123 0 1 0 2
1458239423 123 0 1 0 3
1458262385 123 0 1 1 3
1458527069 123 0 1 2 3
1461541346 123 1 1 2 3
1461541706 123 2 1 2 3
1461548143 123 3 1 2 3
1461564167 123 4 1 2 3
1461571403 123 5 1 2 3
1461574653 123 6 1 2 3
1461576937 123 7 1 2 3
1461644000 123 8 1 2 3
1461644312 123 8 1 3 3
1461700124 123 8 2 3 3
1462309455 123 8 3 3 3
1462310084 123 8 4 3 3
1462310166 123 8 5 3 3
